ppo, pdo, tpo, tdo
the captain sent the chocolate to the manager .,the captain sent the manager the chocolate .,a cop kept a knife for a company .,a cop kept a company a knife .
the manager gave the coffee to the company .,the manager gave the company the coffee .,a minister made a ball for a princess .,a minister made a princess a ball .
a lawyer threw a machine to a president .,a lawyer threw a president a machine .,the guy got the bowl for the company .,the guy got the company the bowl .
the mayor saved the candy for the minister .,the mayor saved the minister the candy .,an employee took a newspaper to an author .,an employee took an author a newspaper .
a sheriff brought a telephone to a champion .,a sheriff brought a champion a telephone .,the captain kept the jacket for the priest .,the captain kept the priest the jacket .
the friend bought the cheese for the professor .,the friend bought the professor the cheese .,a father sent a cup to a guy .,a father sent a guy a cup .
the physician brought the meal to the band .,the physician brought the band the meal .,a sheriff caught a bottle for a secretary .,a sheriff caught a secretary a bottle .
a son sold a tea to an army .,a son sold an army a tea .,the lawyer saved the chocolate for the company .,the lawyer saved the company the chocolate .
the buddy brought the meal to the lawyer .,the buddy brought the lawyer the meal .,a guy made a log for a scientist .,a guy made a scientist a log .
a parent drew a newspaper for a mayor .,a parent drew a mayor a newspaper .,the partner took the ball to the minister .,the partner took the minister the ball .
the candidate found the chocolate for the club .,the candidate found the club the chocolate .,a prince supplied a hat to a business .,a prince supplied a business a hat .
a brother sent a chocolate to a father .,a brother sent a father a chocolate .,the bishop kept the key for the leader .,the bishop kept the leader the key .
an uncle fed a chicken to a buddy .,an uncle fed a buddy a chicken .,the son caught the camera for the actress .,the son caught the actress the camera .
a daughter supplied a juice to an army .,a daughter supplied an army a juice .,the priest left the camera for the corporation .,the priest left the corporation the camera .
the doctor saved the tea for the actress .,the doctor saved the actress the tea .,a guest took a camera to a kid .,a guest took a kid a camera .
the cousin took the ball to the aunt .,the cousin took the aunt the ball .,a father saved a tea for a band .,a father saved a band a tea .
the brother supplied the machine to the administration .,the brother supplied the administration the machine .,an actor delivered an anchor for a leader .,an actor delivered a leader an anchor .
a hero kept a meal for an administration .,a hero kept an administration a meal .,the professor sent the tea to the band .,the professor sent the band the tea .
the actor delivered the bell for the leader .,the actor delivered the leader the bell .,a daughter sold a log to an employee .,a daughter sold an employee a log .
the worker drew the knife for the band .,the worker drew the band the knife .,a winner promised a tea to a daughter .,a winner promised a daughter a tea .
a daughter took a flower to a kid .,a daughter took a kid a flower .,the lady found the chicken for the army .,the lady found the army the chicken .
a soldier showed a log to an employer .,a soldier showed an employer a log .,the attorney delivered the meal for the captain .,the attorney delivered the captain the meal .
a partner showed a beer to a king .,a partner showed a king a beer .,the parent purchased the tea for the club .,the parent purchased the club the tea .
an employee brought a cheese to a student .,an employee brought a student a cheese .,the adult caught the newspaper for the scientist .,the adult caught the scientist the newspaper .
the minister sent the salad to the priest .,the minister sent the priest the salad .,a company designed a book for a corporation .,a company designed a corporation a book .
a colonel saved an anchor for an uncle .,a colonel saved an uncle an anchor .,the mayor fed the pie to the kid .,the mayor fed the kid the pie .
a mayor purchased a coffee for a club .,a mayor purchased a club a coffee .,the minister supplied the cheese to the corporation .,the minister supplied the corporation the cheese .
